id_city|city_name|id_departamento
4409|Dibula|44
44098|Distracción|44
4411|El Molino|44
44279|Fonseca|44
44378|Hatonuevo|44
4443|Maicao|44
4456|Manaure|44
44847|Uribia|44
44855|Urumita|44
44874|Villanueva|44
47001|Santa Marta|47
4703|Algarrobo|47
47053|Aracataca|47
47058|Ariguaní|47
47161|Cerro San Antonio|47
4717|Chivolo|47
47205|Concordia|47
47245|El Banco|47
47258|El Piñon|47
47268|El Retén|47
47288|Fundación|47
47318|Guamal|47
4746|Nueva Granada|47
47541|Pedraza|47
47551|Pivijay|47
47555|Plato|47
47605|Remolino|47
47675|Salamina|47
47703|San Zenón|47
47707|Santa Ana|47
47745|Sitionuevo|47
47798|Tenerife|47
4796|Zapayán|47
4798|Zona Bananera|47
50001|Villavicencio|50
50006|Acacias|50
50124|Cabuyaro|50
50223|Cubarral|50
50226|Cumaral|50
50245|El Calvario|50
50251|El Castillo|50
5027|El Dorado|50
50313|Granada|50
50318|Guamal|50
50325|Mapiripán|50
5033|Mesetas|50
5035|La Macarena|50
504|Lejanías|50
5045|Puerto Concordia|50
50568|Puerto Gaitán|50
50573|Puerto López|50
50577|Puerto Lleras|50
5059|Puerto Rico|50
50606|Restrepo|50
50686|San Juanito|50
50689|San Martín|50
50711|Vista Hermosa|50
52001|Pasto|52
52019|Albán|52
52022|Aldana|52
52036|Ancuyá|52
52079|Barbacoas|52
52203|Colón|52
52207|Consaca|52
5221|Contadero|52
52215|Córdoba|52
52224|Cuaspud|52
52227|Cumbal|52
52233|Cumbitara|52
5225|El Charco|52
52254|El Peñol|52
52256|El Rosario|52
5226|El Tambo|52
52287|Funes|52
52317|Guachucal|52
5232|Guaitarilla|52
52323|Gualmatán|52
52352|Iles|52
52354|Imués|52
52356|Ipiales|52
52378|La Cruz|52
52381|La Florida|52
52385|La Llanada|52
5239|La Tola|52
52399|La Unión|52
52405|Leiva|52
52411|Linares|52
52418|Los Andes|52
52427|Magüí|52
52435|Mallama|52
52473|Mosquera|52
5248|Nariño|52
5249|Olaya Herrera|52
52506|Ospina|52
5252|Francisco Pizarro|52
5254|Policarpa|52
5256|Potosí|52
52565|Providencia|52
52573|Puerres|52
52585|Pupiales|52
52612|Ricaurte|52
52621|Roberto Payán|52
52678|Samaniego|52
52683|Sandoná|52
52685|San Bernardo|52
52687|San Lorenzo|52
52693|San Pablo|52
52696|Santa Bárbara|52
5272|Sapuyes|52
52786|Taminango|52
52788|Tangua|52
52838|Túquerres|52
52885|Yacuanquer|52
63001|Armenia|63
63111|Buenavista|63
6319|Circasia|63
63212|Córdoba|63
63272|Filandia|63
63401|La Tebaida|63
6347|Montenegro|63
63548|Pijao|63
63594|Quimbaya|63
6369|Salento|63
66001|Pereira|66
66045|Apía|66
66075|Balboa|66
6617|Dosquebradas|66
66318|Guática|66
66383|La Celia|66
664|La Virginia|66
6644|Marsella|66
66456|Mistrató|66
66572|Pueblo Rico|66
66594|Quinchía|66
66687|Santuario|66
68001|Bucaramanga|68
68013|Aguada|68
6802|Albania|68
68051|Aratoca|68
68077|Barbosa|68
68079|Barichara|68
68081|Barrancabermeja|68
68092|Betulia|68
68101|Bolívar|68
68121|Cabrera|68
68132|California|68
68152|Carcasí|68
6816|Cepitá|68
68162|Cerrito|68
68167|Charalá|68
68169|Charta|68
68179|Chipatá|68
6819|Cimitarra|68
68207|Concepción|68
68209|Confines|68
68211|Contratación|68
68217|Coromoro|68
68229|Curití|68
68245|El Guacamayo|68
68255|El Playón|68
68264|Encino|68
68266|Enciso|68
68271|Florián|68
68276|Floridablanca|68
68296|Galán|68
68298|Gambita|68
68307|Girón|68
68318|Guaca|68
6832|Guadalupe|68
68322|Guapotá|68
68324|Guavatá|68
68327|Güepsa|68
68368|Jesús María|68
6837|Jordán|68
68377|La Belleza|68
68385|Landázuri|68
68397|La Paz|68
68406|Lebríja|68
68418|Los Santos|68
68425|Macaravita|68
68432|Málaga|68
68444|Matanza|68
68464|Mogotes|68
68468|Molagavita|68
68498|Ocamonte|68
685|Oiba|68
68502|Onzaga|68
68522|Palmar|68
68533|Páramo|68
68547|Piedecuesta|68
68549|Pinchote|68
68572|Puente Nacional|68
68615|Rionegro|68
68669|San Andrés|68
68679|San Gil|68
68682|San Joaquín|68
68686|San Miguel|68
68705|Santa Bárbara|68
68745|Simacota|68
68755|Socorro|68
6877|Suaita|68
68773|Sucre|68
6878|Suratá|68
6882|Tona|68
68861|Vélez|68
68867|Vetas|68
68872|Villanueva|68
68895|Zapatoca|68
70001|Sincelejo|70
7011|Buenavista|70
70124|Caimito|70
70204|Coloso|70
70221|Coveñas|70
7023|Chalán|70
70233|El Roble|70
70235|Galeras|70
70265|Guaranda|70
704|La Unión|70
70418|Los Palmitos|70
70429|Majagual|70
70473|Morroa|70
70508|Ovejas|70
70523|Palmito|70
70678|San Benito Abad|70
70708|San Marcos|70
70713|San Onofre|70
70717|San Pedro|70
70771|Sucre|70
70823|Tolú Viejo|70
73024|Alpujarra|73
73026|Alvarado|73
7303|Ambalema|73
73055|Armero|73
73067|Ataco|73
73124|Cajamarca|73
73168|Chaparral|73
732|Coello|73
73217|Coyaima|73
73226|Cunday|73
73236|Dolores|73
73268|Espinal|73
7327|Falan|73
73275|Flandes|73
73283|Fresno|73
73319|Guamo|73
73347|Herveo|73
73349|Honda|73
73352|Icononzo|73
73443|Mariquita|73
73449|Melgar|73
73461|Murillo|73
73483|Natagaima|73
73504|Ortega|73
7352|Palocabildo|73
73547|Piedras|73
73555|Planadas|73
73563|Prado|73
73585|Purificación|73
73616|Rio Blanco|73
73622|Roncesvalles|73
73624|Rovira|73
73671|Saldaña|73
73686|Santa Isabel|73
73861|Venadillo|73
7387|Villahermosa|73
73873|Villarrica|73
81065|Arauquita|81
8122|Cravo Norte|81
813|Fortul|81
81591|Puerto Rondón|81
81736|Saravena|81
81794|Tame|81
81001|Arauca|81
85001|Yopal|85
8501|Aguazul|85
85015|Chámeza|85
85125|Hato Corozal|85
85136|La Salina|85
85162|Monterrey|85
85263|Pore|85
85279|Recetor|85
853|Sabanalarga|85
85315|Sácama|85
8541|Tauramena|85
8543|Trinidad|85
8544|Villanueva|85
86001|Mocoa|86
86219|Colón|86
8632|Orito|86
86569|Puerto Caicedo|86
86571|Puerto Guzmán|86
86573|Leguízamo|86
86749|Sibundoy|86
86755|San Francisco|86
86757|San Miguel|86
8676|Santiago|86
91001|Leticia|91
91263|El Encanto|91
91405|La Chorrera|91
91407|La Pedrera|91
9143|La Victoria|91
91536|Puerto Arica|91
9154|Puerto Nariño|91
91669|Puerto Santander|91
91798|Tarapacá|91
94001|Inírida|94
94343|Barranco Minas|94
94663|Mapiripana|94
94883|San Felipe|94
94884|Puerto Colombia|94
94885|La Guadalupe|94
94886|Cacahual|94
94887|Pana Pana|94
97001|Mitú|97
97161|Carurú|97
97666|Taraira|97
97777|Papunahua|97
97889|Yavaraté|97
97511|Pacoa|97
94888|Morichal|94
99001|Puerto Carreño|99
99524|La Primavera|99
99624|Santa Rosalía|99
99773|Cumaribo|99
1861|San José del Fragua|18
5011|Barranca de Upía|50
68524|Palmas del Socorro|68
25662|San Juan de Río Seco|25
8372|Juan de Acosta|8
50287|Fuente de Oro|50
85325|San Luis de Gaceno|85
2725|El Litoral del San Juan|27
25843|Villa de San Diego de Ubate|25
13074|Barranco de Loba|13
15816|Togüí|15
13688|Santa Rosa del Sur|13
27135|El Cantón del San Pablo|27
15407|Villa de Leyva|15
47692|San Sebastián de Buenavista|47
15537|Paz de Río|15
133|Hatillo de Loba|13
4766|Sabanas de San Angel|47
95015|Calamar|95
20614|Río de Oro|20
5665|San Pedro de Uraba|5
95001|San José del Guaviare|95
15693|Santa Rosa de Viterbo|15
19698|Santander de Quilichao|19
952|Miraflores|95
5042|Santafé de Antioquia|5
5068|San Carlos de Guaroa|50
852|Palmar de Varela|8
5686|Santa Rosa de Osos|5
5647|San Andrés de Cuerquía|5
73854|Valle de San Juan|73
68689|San Vicente de Chucurí|68
68684|San José de Miranda|68
88564|Providencia|88
66682|Santa Rosa de Cabal|66
25328|Guayabal de Siquima|25
18094|Belén de Los Andaquies|18
8525|Paz de Ariporo|85
6872|Santa Helena del Opón|68
15681|San Pablo de Borbur|15
4442|La Jagua del Pilar|44
204|La Jagua de Ibirico|20
70742|San Luis de Sincé|70
15667|San Luis de Gaceno|15
13244|El Carmen de Bolívar|13
27245|El Carmen de Atrato|27
70702|San Juan de Betulia|70
47545|Pijiño del Carmen|47
5873|Vigía del Fuerte|5
13667|San Martín de Loba|13
1303|Altos del Rosario|13
73148|Carmen de Apicala|73
25645|San Antonio del Tequendama|25
68655|Sabana de Torres|68
95025|El Retorno|95
23682|San José de Uré|23
52694|San Pedro de Cartago|52
8137|Campo de La Cruz|8
50683|San Juan de Arama|50
5658|San José de La Montaña|5
1815|Cartagena del Chairá|18
2766|San José del Palmar|27
25001|Agua de Dios|25
13655|San Jacinto del Cauca|13
41668|San Agustín|41
52258|El Tablón de Gómez|52
88001|San Andrés|88
15664|San José de Pare|15
86865|Valle de Guamez|86
1367|San Pablo de Borbur|13
7082|Santiago de Tolú|70
11001|Bogotá D.C.|11
25154|Carmen de Carupa|25
23189|Ciénaga de Oro|23
5659|San Juan de Urabá|5
4465|San Juan del Cesar|44
68235|El Carmen de Chucurí|68
5148|El Carmen de Viboral|5
66088|Belén de Umbría|66
27086|Belén de Bajira|27
68855|Valle de San José|68
73678|San Luis|73
15676|San Miguel de Sema|15
73675|San Antonio|73
68673|San Benito|68
25862|Vergara|25
23678|San Carlos|23
9153|Puerto Alegría|91
68344|Hato|68
13654|San Jacinto|13
19693|San Sebastián|19
5649|San Carlos|5
15837|Tuta|15
54743|Silos|54
54125|Cácota|54
7625|El Dovio|76
5482|Toledo|54
76622|Roldanillo|76
5448|Mutiscua|54
76054|Argelia|76
54261|El Zulia|54
5466|Salazar|54
76736|Sevilla|76
76895|Zarzal|76
54223|Cucutilla|54
76248|El Cerrito|76
76147|Cartago|76
76122|Caicedonia|76
54553|Puerto Santander|54
54313|Gramalote|54
76246|El Cairo|76
5425|El Tarra|54
764|La Unión|76
76606|Restrepo|76
548|Teorama|54
76233|Dagua|76
54051|Arboledas|54
76318|Guacarí|76
54418|Lourdes|54
76041|Ansermanuevo|76
54099|Bochalema|54
76113|Bugalagrande|76
54206|Convención|54
54344|Hacarí|54
76403|La Victoria|76
54347|Herrán|54
76306|Ginebra|76
76892|Yumbo|76
76497|Obando|76
5481|Tibú|54
54673|San Cayetano|54
5467|San Calixto|54
761|Bolívar|76
54398|La Playa|54
76001|Cali|76
7667|San Pedro|76
76111|Guadalajara de Buga|76
54172|Chinácota|54
54599|Ragonvalia|54
54385|La Esperanza|54
54874|Villa del Rosario|54
54174|Chitagá|54
76126|Calima|76
5472|Sardinata|54
76036|Andalucía|76
76563|Pradera|76
54003|Abrego|54
54405|Los Patios|54
54498|Ocaña|54
54109|Bucarasica|54
7689|Yotoco|76
7652|Palmira|76
76616|Riofrío|76
5468|Santiago|54
7602|Alcalá|76
76863|Versalles|76
54377|Labateca|54
54128|Cachirá|54
54871|Villa Caro|54
54239|Durania|54
76243|El Águila|76
76823|Toro|76
7613|Candelaria|76
76377|La Cumbre|76
76845|Ulloa|76
76828|Trujillo|76
76869|Vijes|76
68176|Chimá|68
7067|Sampués|70
85225|Nunchía|85
54518|Pamplona|54
25019|Albán|25
23466|Montelíbano|23
86568|Puerto Asís|86
70215|Corozal|70
5211|Buesaco|52
85139|Maní|85
13268|El Peñón|13
76834|Tuluá|76
73152|Casabianca|73
2504|Anolaima|25
25175|Chía|25
52835|San Andrés de Tumaco|52
1846|Milán|18
68147|Capitanejo|68
73043|Anzoátegui|73
76275|Florida|76
8606|Repelón|8
5284|Frontino|5
25258|El Peñón|25
5452|Pamplonita|54
9146|Miriti Paraná|91
854|Támara|85
15806|Tibasosa|15
19517|Páez|19
73001|Ibagué|73
8573|Puerto Colombia|8
52083|Belén|52
25758|Sopó|25
2715|Carmen del Darien|27
25299|Gama|25
25718|Sasaima|25
5224|Chachagüí|52
54001|Cúcuta|54
13001|Cartagena|13
5313|Granada|5
4772|Santa Bárbara de Pinto|47
13442|María la Baja|13
1841|La Montañita|18
18753|San Vicente del Caguán|18
6825|El Peñón|68
5364|Jardín|5
76364|Jamundí|76
27787|Tadó|27
8523|Orocué|85
73411|Líbano|73
25885|Yacopí|25
6313|Calarcá|63
5756|Sonsón|5
54245|El Carmen|54
73408|Lérida|73
2335|La Apartada|23
1362|San Cristóbal|13
2529|Fusagasugá|25
13894|Zambrano|13
15403|La Uvita|15
25899|Zipaquirá|25
63302|Génova|63
7377|Suárez|73
5015|Castilla la Nueva|50
15087|Belén|15
2781|Unión Panamericana|27
4757|Pueblo Viejo|47
86885|Villagarzón|86
25269|Facatativá|25
2358|Puerto Libertador|23
17444|Marquetalia|17
52051|Arboleda|52
76109|Buenaventura|76
47189|Ciénaga|47
856|Ponedera|8
